Razão Social|Nome de Pregão|Segmento|Links|Nome de Pregão:|CNPJ:|Atividade Principal:|Classificação Setorial:|Site:|Códigos de Negociação1:|Códigos de Negociação2:|Códigos de Negociação3:|Códigos de Negociação4:|Códigos de Negociação5:|Códigos de Negociação6:|Códigos de Negociação7:|Códigos de Negociação8:|Códigos de Negociação9:|Códigos de Negociação10:|Códigos de Negociação11:|Códigos de Negociação12:|Códigos de Negociação13:|Códigos ISIN1:|Códigos ISIN2:|Códigos ISIN3:|Códigos ISIN4:|Códigos ISIN5:|Códigos ISIN6:|Códigos ISIN7:|Códigos ISIN8:|Códigos CVM:
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.|ECORODOVIAS|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19453|ECORODOVIAS|04.149.454/0001-80|Exploração Direta Ou Indireta de Negócios de Concessão de Obras E Serviços Públicos E Organização Logísitica Do Transporte de Carga.|Bens Industriais / Transporte / Exploração de Rodovias|www.ecorodovias.com.br|ECOR3|ECOR3|||||||||||| BRECORACNOR8  ||||||||  19453
EDP - ENERGIAS DO BRASIL S.A.|ENERGIAS BR|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19763|ENERGIAS BR|03.983.431/0001-03|área de Negócios: Geração. Distribuição. Transmissão E Comercialização de Energia Elétrica|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.edpbr.com.br|ENBR3||||||||||||| BRENBRACNOR2| BRENBRDBS053| BRENBRDBS061  ||||||  19763
EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.|ESCELSA||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15342|ESCELSA|28.152.650/0001-71|Distribuição de Energia Elétrica|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.escelsa.com.br|NENHUM||||||||||||| ||||||||  15342
EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.|EBE||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16985|EBE|02.302.100/0001-06|Distribuição de Energia Elétrica|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.bandeirante.com.br|NENHUM||||||||||||| ||||||||  16985
ELECTRO ACO ALTONA S.A.|ACO ALTONA||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=5380|ACO ALTONA|82.643.537/0001-34|Fundição de Ferro E Aço|Bens Industriais / Máquinas e Equipamentos / Máq. e Equip. Industriais|www.altona.com.br|EALT3|EALT4|EALT3||||||||||| BREALTACNOR4| BREALTACNPR1  |||||||  5380
ELEKTRO REDES S.A.|ELEKTRO||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=17485|ELEKTRO|02.328.280/0001-97|Distribuição de Energia Elétrica|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.elektro.com.br|EKTR3|EKTR4|EKTR3||||||||||| BREKTRACNOR0| BREKTRACNPR7  |||||||  17485
ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR|ELETROPAR||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15784|ELETROPAR|01.104.937/0001-70|A Eletropar Tem Por Objeto Social Principal A Participação No Capital Social Da Eletropaulo - Eletricidade de São Paulo S.A.. Concessionária de Serviços Pub. de Energia Elét.. E de Outras Sociedades.|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.eletrobraspar.com|LIPR3|LIPR3|||||||||||| BRLIPRACNOR7  ||||||||  15784
ELETROMIDIA S.A.|ELETROMIDIA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25569|ELETROMIDIA|09.347.516/0001-81|Prestação de Serviços de Distribuição E Comercialização de Painés Eletrónicos E Publicidade.|Comunicações / Mídia / Publicidade e Propaganda||ELMD3|ELMD3|||||||||||| BRELMDACNOR3  ||||||||  25569
ELETROPAULO METROP. ELET. SAO PAULO S.A.|ELETROPAULO||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14176|ELETROPAULO|61.695.227/0001-93|Distribuição de Energia Elétrica|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.aeseletropaulo.com.br|NENHUM||||||||||||| ||||||||  14176
EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.|EMAE||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16993|EMAE|02.302.101/0001-42|Produção de Energia Elétrica|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.emae.com.br|EMAE3|EMAE4|EMAE3||||||||||| BREMAEACNOR4| BREMAEACNPR1  |||||||  16993
EMBRAER S.A.|EMBRAER|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20087|EMBRAER|07.689.002/0001-89|Projeto. Desenvolvimento. Fabricação. Comercialização de Aeronaves E Sistemas E Fornecimento de Suporte E Serviços de Pós-venda.|Bens Industriais / Material de Transporte / Material Aeronáutico e de Defesa|www.embraer.com.br|EMBR3|EMBR3|||||||||||| BREMBRACNOR4  ||||||||  20087
EMPREENDIMENTOS PAGUE MENOS S.A.|PAGUE MENOS|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22608|PAGUE MENOS|06.626.253/0001-51|Comércio de Produtos Farmacêuticos. Perfumarias E Afins. Sem Manipulação de Fórmulas.|Saúde / Comércio e Distribuição / Medicamentos e Outros Produtos|www.paguemenos.com.br/ri|PGMN3|PGMN3|||||||||||| BRPGMNACNOR8  ||||||||  22608
EMPRESA NAC COM REDITO PART S.A.ENCORPAR|ENCORPAR||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16497|ENCORPAR|01.971.614/0001-83|Holding|Consumo Cíclico / Tecidos. Vestuário e Calçados / Fios e Tecidos|www.encopar.com.br|ECPR3|ECPR4|ECPR3||||||||||| BRECPRACNOR5| BRECPRACNPR2  |||||||  16497
ENAUTA PARTICIPAÇÕES S.A.|ENAUTA PART|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22365|ENAUTA PART|11.669.021/0001-10|Participação em Sociedades Que Se Dediquem à Exploração. Produção E comercialização de Petróleo. Gás Natural E Seus Derivados. Seja Como Sócio Ou acionista Ou Outras Formas de Associações.|Petróleo. Gás e Biocombustíveis / Petróleo. Gás e Biocombustíveis / Exploração. Refino e Distribuição|www.qgep.com.br|ENAT3|ENAT3|||||||||||| BRENATACNOR0  ||||||||  22365
ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.|ENERSUL||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=5576|ENERSUL|15.413.826/0001-50|Distribuição de Energia Elétrica|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.enersul.com.br|NENHUM||||||||||||| ||||||||  5576
ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A|ENERGISA MT||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14605|ENERGISA MT|03.467.321/0001-99|Distribuição de Energia Elétrica|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.energisa.com.br|ENMT3|ENMT4|ENMT3||||||||||| BRENMTACNOR5| BRENMTACNPR2  |||||||  14605
ENERGISA S.A.|ENERGISA|N2|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15253|ENERGISA|00.864.214/0001-06|Sociedade de Participações em Outras Empresas. Predominantemente em Distribuidoras de Energia Elétrica.|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.energisa.com.br|ENGI11|ENGI3|ENGI4|ENGI11|ENGI12|ENGI3|||||||| BRENGIACNOR0| BRENGIACNPR7| BRENGICDAM16| BRENGIDBS077| BRENGIDBS085| BRENGIDBS0A4| BRENGIDBS0B2| BRENGIN01M19  |  15253
ENEVA S.A|ENEVA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21237|ENEVA|04.423.567/0001-21|Empresa de Recursos Naturais E de Geração de Energia Elétrica. Integração Vertical Na Geração de Energia Elétrica.|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.eneva.com.br|ENEV3|ENEV3|||||||||||| BRENEVACNOR8  ||||||||  21237
ENGIE BRASIL ENERGIA S.A.|ENGIE BRASIL|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=17329|ENGIE BRASIL|02.474.103/0001-19|Geração E Comercialização de Energia Elétrica|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.engie.com.br|EGIE3||||||||||||| BREGIEACNOR9| BREGIEDBS035| BREGIEDBS043  ||||||  17329
ENJOEI.COM.BR ATIVIDADES DE INTERNET S.A.|ENJOEI|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25259|ENJOEI|16.922.038/0001-51|Plataforma Digital de Compra E Venda de Para Produtos Usados. Por Meio Da Criação de “lojas Virtuais” Pelos Próprios Usuários|Tecnologia da Informação / Programas e Serviços / Programas e Serviços||ENJU3|ENJU3|||||||||||| BRENJUACNOR9  ||||||||  25259
EQUATORIAL ENERGIA S.A.|EQUATORIAL|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20010|EQUATORIAL|03.220.438/0001-73|Empresa Holding Com Atuação No Setor Elétrico|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.equatorialenergia.com.br|EQTL3|EQTL3|||||||||||| BREQTLACNOR0  ||||||||  20010
EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.|EQTLMARANHAO|MB|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16608|EQTLMARANHAO|06.272.793/0001-84|Empresa Distribuidora de Energia Elétrica Para Todo O Estado Do Maranhão.|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.cemar-ma.com.br|EQMA3B|EQMA5B|EQMA6B|EQMA3B|EQMA5B||||||||| BREQMAACNOR8| BREQMAACNPA1| BREQMAACNPB9  ||||||  16608
EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.|EQTL PARA||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18309|EQTL PARA|04.895.728/0001-80|Distribuição de Energia Elétrica|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.celpa.com.br|EQPA3|EQPA5|EQPA6|EQPA7|EQPA3|EQPA5|EQPA6||||||| BREQPAACNOR1| BREQPAACNPA4| BREQPAACNPB2| BREQPAACNPC0  |||||  18309
ETERNIT S.A.|ETERNIT|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=5762|ETERNIT|61.092.037/0001-81|Industrialização E Comercialização de Produtos de Fibrocimento. Cimento. Concreto. Gesso. Produtos de Matéria Plástica. Bem Como Outros Materiais de Construção E Respectivos Acessórios.|Bens Industriais / Construção e Engenharia / Produtos para Construção|www.eternit.com.br/ri|ETER3|ETER1|||||||||||| BRETERACNOR3| BRETERD04OR2  |||||||  5762
EUCATEX S.A. INDUSTRIA E COMERCIO|EUCATEX|N1|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=5770|EUCATEX|56.643.018/0001-66|Indústria E Comércio de Chapas de Fibra de Madeira|Materiais Básicos / Madeira e Papel / Madeira|www.eucatex.com.br/ri|EUCA3|EUCA4|EUCA3||||||||||| BREUCAACNOR1| BREUCAACNPR8  |||||||  5770
EVEN CONSTRUTORA E INCORPORADORA S.A.|EVEN|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20524|EVEN|43.470.988/0001-65|Construção. Incorporação E Loteamento.|Consumo Cíclico / Construção Civil / Incorporações|http://www.even.com.br|EVEN3|EVEN3|||||||||||| BREVENACNOR8  ||||||||  20524
EXCELSIOR ALIMENTOS S.A.|EXCELSIOR||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=1570|EXCELSIOR|95.426.862/0001-97||Consumo não Cíclico / Alimentos Processados / Carnes e Derivados|www.excelsior.ind.br|BAUH3|BAUH4|BAUH3||||||||||| BRBAUHACNOR6| BRBAUHACNPR3  |||||||  1570
EZ TEC EMPREEND. E PARTICIPACOES S.A.|EZTEC|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20770|EZTEC|08.312.229/0001-73|(a) Incorporação E Comercialização de Empreendimentos Imobiliários de Qualquer Natureza. (b) Administração E Locação de Imóveis Prórpios. (c) Loteamento de Terrenos. (d) Construção de Condomínios ...|Consumo Cíclico / Construção Civil / Incorporações|www.eztec.com.br/ri|EZTC3|EZTC3|||||||||||| BREZTCACNOR0  ||||||||  20770
FERREIRA GOMES ENERGIA S.A.|FGENERGIA||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22977|FGENERGIA|12.489.315/0001-23|Construção. Operação E Exploração de Potencial de Energia Hidráulica E Comercialização Ou Utilização Da Energia Elétrica Produzida|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.ferreiragomesenergia.com.br|NENHUM||||||||||||| ||||||||  22977
FERROVIA CENTRO-ATLANTICA S.A.|FER C ATLANT||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15369|FER C ATLANT|00.924.429/0001-75|Serviço de Transporte Ferroviário|Bens Industriais / Transporte / Transporte Ferroviário|www.fcasa.com.br|VSPT3|VSPT4|VSPT3||||||||||| BRVSPTACNOR1| BRVSPTACNPR8  |||||||  15369
FERTILIZANTES HERINGER S.A.|FER HERINGER|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20621|FER HERINGER|22.266.175/0001-88|Produção. Comercialização E Distribuição de Fertilizantes. Com Atuação Nacional.|Materiais Básicos / Químicos / Fertilizantes e Defensivos|www.heringer.com.br|FHER3|FHER3|||||||||||| BRFHERACNOR5  ||||||||  20621
FINANCEIRA ALFA S.A.- CRED FINANC E INVS|ALFA FINANC||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3891|ALFA FINANC|17.167.412/0001-13|A Sociedade Tem Por Objeto A Prática de Todas As Operações de Crédito. Financiamento E Investimentos Permitidas Pelas Leis E Regulamentos Aplicáveis à Espécie.|Financeiro / Intermediários Financeiros / Soc. Crédito e Financiamento|www.alfanet.com.br|CRIV3|CRIV4|CRIV3||||||||||| BRCRIVACNOR4| BRCRIVACNPR1  |||||||  3891
FINANSINOS S.A.- CREDITO FINANC E INVEST|FINANSINOS||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=6076|FINANSINOS|91.669.747/0001-92|Financiamento de Bens E Serviços - Intermediação Financeira|Financeiro / Intermediários Financeiros / Soc. Crédito e Financiamento|www.finansinos.com.br|FNCN3|FNCN3|||||||||||| BRFNCNACNOR6  ||||||||  6076
FLEURY S.A.|FLEURY|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21881|FLEURY|60.840.055/0001-31|(i) A Prestação de Serviços Médicos E Medicina Diagnóstica. (ii) A Consultoria. Assessoria. Cursos E Palestras Na área Da Saúde. Bem Como A Prestação de Serviços Que Visem A Promoção de Saúde|Saúde / Serv.Méd.Hospit..Análises e Diagnósticos / Serv.Méd.Hospit..Análises e Diagnósticos|www.fleury.com.br/ri|FLRY3|FLRY3|||||||||||| BRFLRYACNOR5  ||||||||  21881
FLEX GESTÃO DE RELACIONAMENTOS S.A.|FLEX S/A|MA|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24350|FLEX S/A|10.851.805/0001-00|A Companhia Atua Na Prestação de Serviços Especializados de Contact Center Ativo E Receptivo E Cobrança. Fazendo Gestão de Relacionamento Para Clientes E Seus Consumidores.|Bens Industriais / Serviços / Serviços Diversos|www.flexcontact.com.br|FLEX3|FLEX3|||||||||||| BRFLEXACNOR5  ||||||||  24350
FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A|FOCUS ON|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25488|FOCUS ON|26.735.020/0001-02||Utilidade Pública / Energia Elétrica / Energia Elétrica||POWE3|POWE3|||||||||||| BRPOWEACNOR0  ||||||||  25488
FRAS-LE S.A.|FRAS-LE|N1|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=6211|FRAS-LE|88.610.126/0001-29|Indústria de Autopeças E Materiais de Fricção|Bens Industriais / Material de Transporte / Material Rodoviário|http://ri.fras-le.com.br|FRAS3|FRAS3|||||||||||| BRFRASACNOR0  ||||||||  6211
GAFISA S.A.|GAFISA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16101|GAFISA|01.545.826/0001-07||Consumo Cíclico / Construção Civil / Incorporações|www.gafisa.com.br|GFSA3|GFSA3|||||||||||| BRGFSAACNOR3  ||||||||  16101
GAIA IMPACTO SECURITIZADORA S.A.|GAIA AGRO||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22764|GAIA AGRO|14.876.090/0001-93||Financeiro / Securitizadoras de Recebíveis / Securitizadoras de Recebíveis|www.gaiaagrosec.com.br|NENHUM|GAFL-CRA02B0|||||||||||| BRGAFLCRA0A6| BRGAFLCRA0E8  |||||||  22764
GAIA SECURITIZADORA S.A.|GAIA SECURIT|MB|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20222|GAIA SECURIT|07.587.384/0001-30|Aquisição. Securitização. Emissão. Negociação E Prestação de Serviços Relacionados à Créditos Imobiliários E Direitos Creditórios Do Agronegócio Passíveis de Securitização.|Financeiro / Securitizadoras de Recebíveis / Securitizadoras de Recebíveis|www.gaiasec.com.br|NENHUM||||||||||||| ||||||||  20222
GAMA PARTICIPACOES S.A.|GAMA PART|MB|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=17965|GAMA PART|02.796.775/0001-40|Participação em Outras Sociedades.|Outros / Outros / Outros|http://www.gamaparticipacoes.com.br/home/index.aspx|OPGM3B|OPGM3B|||||||||||| BROPGMACNOR6  ||||||||  17965
GENERAL SHOPPING E OUTLETS DO BRASIL S.A.|GENERALSHOPP|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21008|GENERALSHOPP|08.764.621/0001-53|Administração de Shopping Centers|Financeiro / Exploração de Imóveis / Exploração de Imóveis|www.generalshopping.com.br|GSHP3|GSHP3|||||||||||| BRGSHPACNOR7  ||||||||  21008
GERDAU S.A.|GERDAU|N1|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3980|GERDAU|33.611.500/0001-19|Participação E Administração|Materiais Básicos / Siderurgia e Metalurgia / Siderurgia|www.gerdau.com|GGBR3|GGBR4|GGBR3||||||||||| BRGGBRACNOR1| BRGGBRACNPR8  |||||||  3980
GOL LINHAS AEREAS INTELIGENTES S.A.|GOL|N2|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19569|GOL|06.164.253/0001-87|Gestão de Participação Societária|Bens Industriais / Transporte / Transporte Aéreo|www.voegol.com.br/ri|GOLL4|GOLL11|GOLL12||||||||||| BRGOLLACNPR4| BRGOLLN01PR8| BRGOLLN02PR6  ||||||  19569
GP INVESTMENTS. LTD.|GP INVEST|DR3|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=80020|GP INVEST|07.857.850/0001-50|Investimentos Alternativos. Principalmente em Private Equity|Financeiro / Serviços Financeiros Diversos / Gestão de Recursos e Investimentos|www.gp-investments.com|GPIV33|GPIV33|||||||||||| BRGPIVBDR003  ||||||||  80020
GPC PARTICIPACOES S.A.|GPC PART||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16632|GPC PART|02.193.750/0001-52||Materiais Básicos / Químicos / Petroquímicos|www.gpc.com.br|GPCP3|GPCP4|GPCP3||||||||||| BRGPCPACNOR4| BRGPCPACNPR1  |||||||  16632
GRAZZIOTIN S.A.|GRAZZIOTIN||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4537|GRAZZIOTIN|92.012.467/0001-70|Comércio Varejista de Vesturio E Bazar.|Consumo Cíclico / Comércio / Tecidos. Vestuário e Calçados|www.grazziotin.com.br|CGRA3|CGRA4|CGRA3||||||||||| BRCGRAACNOR2| BRCGRAACNPR9  |||||||  4537
GRENDENE S.A.|GRENDENE|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19615|GRENDENE|89.850.341/0001-60|Fabricação de Calçados em Geral|Consumo Cíclico / Tecidos. Vestuário e Calçados / Calçados|www.grendene.com.br|GRND3|GRND3|||||||||||| BRGRNDACNOR3  ||||||||  19615
GRUPO DE MODA SOMA S.A.|GRUPO SOMA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25011|GRUPO SOMA|10.285.590/0001-08|(i) A Confecção de Peças Do Vestuário. Exceto Roupas íntimas E As Confeccionadas Sob Medida; E (ii) O Comércio Varejista de Artigos de Vestuário E Acessórios de Qualquer Material.|Consumo Cíclico / Comércio / Tecidos. Vestuário e Calçados|www.somagrupo.com.br/ri|SOMA3|SOMA3|||||||||||| BRSOMAACNOR3  ||||||||  25011
GRUPO MATEUS S.A.|GRUPO MATEUS|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25186|GRUPO MATEUS|24.990.777/0001-09|Holdings de Instituições Não Financeiras. Participação No Capital de Outras Sociedades. Na Condição de Acionista. Sócia Ou Quotista. em Caráter Permanente Ou Temporário. Como Controladora Ou Coligada.|Consumo não Cíclico / Comércio e Distribuição / Alimentos||GMAT3|GMAT3|||||||||||| BRGMATACNOR7  ||||||||  25186
GRUPO SBF SA|GRUPO SBF|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24694|GRUPO SBF|13.217.485/0001-11|A Companhia Tem Por Objeto Social (a) Administração de Bens Próprios; E. (b) A Participação. Como Sócia Ou Acionista. em Outras Empresas.|Consumo Cíclico / Comércio / Produtos Diversos|www.centauro.com.br/ri|SBFG3|SBFG3|||||||||||| BRSBFGACNOR1  ||||||||  24694
GUARARAPES CONFECCOES S.A.|GUARARAPES||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4669|GUARARAPES|08.402.943/0001-52|Confecções de Roupas E Tecidos em Geral.|Consumo Cíclico / Comércio / Tecidos. Vestuário e Calçados|www.guararapes.ind.br|GUAR3|GUAR3|||||||||||| BRGUARACNOR4  ||||||||  4669
HAGA S.A. INDUSTRIA E COMERCIO|HAGA S/A||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13366|HAGA S/A|30.540.991/0001-66|Industria Metalúrgica - Fab. de Fechaduras P/construção Civil|Bens Industriais / Construção e Engenharia / Produtos para Construção|www.haga.com.br|HAGA3|HAGA4|HAGA3||||||||||| BRHAGAACNOR7| BRHAGAACNPR4  |||||||  13366
HAPVIDA PARTICIPACOES E INVESTIMENTOS SA|HAPVIDA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24392|HAPVIDA|05.197.443/0001-38|Participação. Como Sócia Ou Acionista. em Outras Empresas. Predominantemente de Assistência Médica. Bem Como A Realização de Investimentos Diretos E A Exploração de Atividades de Prestação de Serviços|Saúde / Serv.Méd.Hospit..Análises e Diagnósticos / Serv.Méd.Hospit..Análises e Diagnósticos|www.hapvida.com.br|HAPV3|HAPV3|||||||||||| BRHAPVACNOR4  ||||||||  24392
